Automatoise|353|The Hunt|Purchased from Ryubool Ja at Tuliyollal (X:13.9 Y:13.5)  for  3,200 Sack of Nuts.|1|0|0|1|7.0
Barreltender|356|Gathering|Purchased from Splendors Vendor in Solution Nine (X:9.1, Y:13.2) for 100   Mount Tokens (effectively  100,000 Orange Gatherers' Scrips).|1|0|1|1|7.1
Battle Bear|123|Achievements|Awarded from the Achievement   Tank You, Warrior III by completing 300 dungeons (lv. 61 and above), extreme trials (lv. 61 and above), high-level duty roulette dungeons, or duty roulette leveling duties as a  Warrior.|1|0|0|1|4.0
Battle Lion|122|Achievements|Awarded from the Achievement   Tank You, Paladin III by completing 300 dungeons (lv. 61 and above), extreme trials (lv. 61 and above), high-level duty roulette dungeons, or duty roulette leveling duties as a  Paladin.|1|0|0|1|4.0
Battle Panther|124|Achievements|Awarded from the Achievement   Tank You, Dark Knight III by completing 300 dungeons (lv. 61 and above), extreme trials (lv. 61 and above), high-level duty roulette dungeons, or duty roulette leveling duties as a  Dark Knight.|1|0|0|1|4.0
Battle Tiger|197|Achievements|Awarded from the Achievement   Tank You, Gunbreaker III by completing 300 dungeons (lv. 61 and above), extreme trials (lv. 61 and above), high-level duty roulette dungeons, or duty roulette leveling duties as a  Gunbreaker.|1|0|0|1|5.0
Behemoth|18|Achievement Certificates|Purchased from Jonathas in Old Gridania for  6 Achievement Certificates.|1|0|0|1|2.1
Bennu|74|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|3.25
Big Shell|236|Ishgardian Restoration|Purchased from Enie in The Firmament (x12.0,y14.0) for  8,400 Skybuilders' Scrip|1|0|1|1|5.41
Black Chocobo|45|Main Scenario|Reward for completing the Main Scenario Quest  Divine Intervention.|1|0|0|1|3.0
Black Pegasus|100|Palace of the Dead|Drops from   Gold-trimmed Sacks ( Palace of the Dead floors 151-200). Drops from   Materiel Container 3.0.|1|0|1|1|3.4
Blackjack|312|Gold Saucer|Purchased from the Gold Saucer Attendant for  4,000,000 MGP.|1|0|0|4|6.3
Blissful Kamuy|115|Trials|Random drop upon completion of  Emanation (Extreme). Purchased from Eschina for 99   Bliss Totems.|1|0|0|1|4.0
Bluefeather Lynx|293|Trials|Random drop upon completion of  The Minstrel's Ballad: Endsinger's Aria. Purchased from Nesvaaz for 99   Ultimatum Totems.|1|0|0|1|6.1
Bomb Palanquin|27|Allied Societies|Purchased from Kobold Vendor in Outer La Noscea for  120,000 gil after achieving Rank 4 (Trusted) reputation with the Kobold society.|1|0|0|1|2.2
Boreas|43|Trials|Random drop upon completion of  The Akh Afah Amphitheatre (Extreme).|1|0|0|1|2.4
Brachiosaur|283|The Hunt|Purchased from Ryubool Ja at Tuliyollal (X:13.9 Y:13.5)  for  3,200 Sack of Nuts.|1|0|0|1|7.1
Branchbearer|381|Allied Societies|Purchased from Veerul Ja in Yak T'el for  18 Mamool Ja Nanook after achieving Rank 4 (Trusted) reputation with the Mamool Ja society.|1|0|0|1|7.25
Broken Heart (left)|153|Seasonal Event|Reward for completing the Seasonal Event Quest  Lessons in Love during Valentione's Day (2018). Purchased from the House Valentione Maid for 6 Valentione's Day Chocolates during Valentione's Day (2018).  Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|4.2
Broken Heart (right)|152|Seasonal Event|Reward for completing the Seasonal Event Quest  Lessons in Love during Valentione's Day (2018). Purchased from the House Valentione Maid for 6 Valentione's Day Chocolates during Valentione's Day (2018).  Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|4.2
Burabura Chochin|321|V&C Dungeons|Awarded from the Achievement   Mononopeke by unlocking all exorcism records on  Mount Rokkon.|1|0|0|1|6.45
Calydontis|266|Wondrous Tails|Purchased from Khloe Aliapoh for 1   Khloe's Gold Certificate of Commendation Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  600 Faux Leaf|1|0|1|1|6.0
Cavalry Drake|19|Allied Societies|Purchased from Amalj'aa Vendor in Southern Thanalan for  120,000 gil after achieving Rank 4 (Trusted) reputation with the Amalj'aa society.|1|0|0|1|2.1
Cavalry Elbst|26|Allied Societies|Purchased from Sahagin Vendor in Western La Noscea for  120,000 gil after achieving Rank 4 (Trusted) reputation with the Sahagin society.|1|0|0|1|2.2
Centurio Tiger|127|The Hunt|Complete the achievement   You Got Game by defeating 3,000 Rank A Elite Marks and 2,000 Rank S Elite Marks.|1|0|0|1|4.0
Cerberus|235|Bozja|Awarded from the Achievement   Savage Queen of Swords I by completing the level 80 duty  Delubrum Reginae (Savage).|1|0|0|4|5.45
Ceremony Chocobo|41|Premium|Included with a Gold or Platinum Ceremony of Eternal Bonding plan:   Final Fantasy XIV Online Store - ($10 / £5.75 / €7 / ¥1100) (Gold Plan)   Final Fantasy XIV Online Store - ($20 / £11.50 / €14 / ¥2200) (Platinum Plan).|1|1|0|2|2.45
Chandelier of First Light|403|Pilgrim's Traverse|Awarded from the Achievement   Faerie Favors by speaking with Aenc Daen while in possession of all four of the accessories of the First Light.|1|0|0|1|7.35
Chocobo Carriage|222|Premium|Final Fantasy XIV Online Store - ($35.99 / £23.99 / €28.99 / ¥3960) (account-wide)|1|1|0|4|5.3
Chocorpokkur|240|Limited|Lawson promotional event (Japan) Butterfinger promotion (May 2021, North America) Twitter sweepstakes (July 2023) Twitch viewer campaign (July 2024)|0|0|0|1|5.4
Chrysomallos|317|Gil|Purchased from Edelina in Mor Dhona (x22,y5) for  50,000,000 gil.|1|0|1|1|6.3
Circus Ahriman|194|Seasonal Event|Reward for completing the Seasonal Event Quest  Fear and Delight during All Saints' Wake (2019).  Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|5.0
Citrine Carbuncle|139|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|4.15
Cloud Mallow|86|Allied Societies|Purchased from Mogmul Mogbelly in The Churning Mists (x16,y29) for  200,000 gil after achieving Rank 7 (Sworn) with the Moogle society.|1|0|0|1|3.3
Coeurl|8|Premium|Reward for purchasing the Collector's Edition or Digital Collector's Edition of A Realm Reborn. (account-wide)|1|1|0|1|2.0
Company Chocobo|1|Main Scenario|Reward for completing the Feature Quest  My Little Chocobo after joining one of the Grand Companies, which is required by Main Scenario Quest  Operation Archon.|1|0|0|1|2.0
Construct 14|213|Bozja|Purchased from Resistance Quartermaster in  The Bozjan Southern Front for  180 Bozjan Clusters. Random drop from a bronze or silver random overworld treasure coffer in  The Occult Crescent: South Horn.|1|0|1|1|5.35
Construct VI-S|248|Faux Hollows|Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  600 Faux Leaf|1|0|1|1|5.4
Construct VII|204|PvP|Awarded from the Achievement   One Steppe at a Time V by winning 100 Frontline PvP matches on Onsal Hakair with any of the Grand Companies.|1|0|0|1|5.15
Cosmoboard|402|Cosmic Exploration|Purchase from Mesouaidonque in Phaenna for 60   Phaenna Token Booklets.|1|0|1|1|7.31
Crescent Moon|329|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|6.5
Cruise Chaser|247|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|2|5.5
Dais Of Darkness|361|Chaotic Alliance Raid|Random drop upon completion of  The Cloud of Darkness (Chaotic) Purchased from Uah'shepya in Solution Nine (8.6, 13.5) for 75   Clouddark Demimateria II.|1|0|0|1|7.15
Dark Lanner|90|Trials|Random drop upon completion of  The Minstrel's Ballad: Nidhogg's Rage Purchased from Bertana for 99   Horde Totems.|1|0|0|1|3.3
Deinonychus|212|Bozja|Drops in  The Dalriada - Final Boss Chest. Random drop from a bronze or silver random overworld treasure coffer in  The Occult Crescent: South Horn.|1|0|1|1|5.55
Demi-Ozma|186|Eureka|Awarded from the Achievement "  We're on Your Side I" by completing  The Baldesion Arsenal in  The Forbidden Land, Eureka Hydatos.|1|0|0|1|4.55
Demi-Phoinix|265|Raids|Guaranteed drop upon completion of  Asphodelos: The Fourth Circle (Savage).|1|0|0|1|6.05
Demon Haul|372|Occult Crescent|Attain the achievement   A Fork to Be Reckoned With I by completing  The Forked Tower: Blood.|1|0|0|1|7.25
Demonic Lanner|104|Trials|Random drop upon completion of  Containment Bay Z1T9 (Extreme). Purchased from Bertana for 99   Demon Totems.|1|0|0|1|3.5
Dhalmel|208|Ishgardian Restoration|Potential reward from the Kupo of Fortune.|1|0|1|1|5.21
Diamond Gwiber|249|Trials|Random drop upon completion of  The Cloud Deck (Extreme) Purchased from C'intana for 99   Diamond Totems.|1|0|0|1|5.5
Direwolf|35|Allied Societies|Purchased from Ixali Vendor in North Shroud (X:24.9 Y:22.7) for  120,000 gil after achieving Rank 7 (Sworn) reputation with the Ixal society.|1|0|0|1|2.35
Disembodied Head|92|Palace of the Dead|Purchased with 10   Gelmorran Potsherds from E-Una-Kotor in the South Shroud at Quarrymill (x25,y20.6). Gelmorran Potsherds are obtained from  Palace of the Dead.|1|0|0|1|3.35
Dodo|159|Heaven-on-High|Drops from   Platinum-haloed Sack ( Heaven-on-High floors 71-100). Drops from   Materiel Container 4.0.|1|0|1|1|4.35
Draught Chocobo|34|Campaigns|Recruit a friend through the Recruit a Friend Campaign. The recruiter will receive the Draught Chocobo after the friend has subscribed for 90 days.|1|0|0|2|2.3
Dreadnaught|264|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 20)|0|0|0|1|6.0
Dynamite|411|Wondrous Tails|Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  600 Faux Leaf|1|0|1|1|7.4
Eden|234|Raids|Guaranteed drop upon completion of  Eden's Promise: Eternity (Savage)|1|0|0|1|5.4
Eggeater|357|Faux Hollows|Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  600 Faux Leaf|1|0|1|1|7.2
Eggshilaration System|106|Seasonal Event|Reward for completing the Seasonal Event Quest  Eggsistential Crisis during Hatching-tide (2017).  Final Fantasy XIV Online Store - ($12 / £7.44 / €9 / ¥1320)|1|1|0|1|3.5
Ehll Tou|230|Custom Deliveries|Complete the quest  On Ehll Tou's Wings which requires Custom Delivery level 5 with Ehll Tou.|1|0|0|1|5.3
Eldthurs|178|Eureka|Random drop from Gold Coffers in  The Forbidden Land, Eureka Pyros. Drops from   Materiel Container 4.0. Random drop from a bronze or silver random overworld treasure coffer in  The Occult Crescent: South Horn.|1|0|1|1|4.45
Emerald Gwiber|238|Trials|Random drop upon completion of  Castrum Marinum (Extreme). Purchased from C'intana for 99   Emerald Totems.|1|0|0|1|5.4
Enbarr|31|Trials|Random drop upon completion of  The Whorleater (Extreme).|1|0|0|1|2.2
Epimetheus|202|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 14)|0|0|0|1|5.2
Euphonious Kamuy|172|Trials|Random drop upon completion of  Hells' Kier (Extreme). Purchased from Eschina for 99   Suzaku Totems.|1|0|0|1|4.4
Eurekan Petrel|184|Eureka|Random drop from Gold Coffers in  The Forbidden Land, Eureka Hydatos. Drops from   Materiel Container 4.0. Random drop from a bronze or silver random overworld treasure coffer in  The Occult Crescent: South Horn.|1|0|1|1|4.55
Fae Gwiber|189|Trials|Random drop upon completion of  The Dancing Plague (Extreme). Purchased from Fathard for 99   King Totems.|1|0|0|1|5.0
Falcon|112|Limited|Fly the Falcon Mount Campaign (July - September, 2017) Moogle Treasure Trove events.|0|0|0|1|4.05
Fat Black Chocobo|177|Limited|Amazon.com promotion for purchasing $20 of video games (June - July, 2019) Twitch campaign (June - August, 2021) Twitter sweepstakes (August 2023).|0|0|0|1|4.5
Fat Chocobo|25|Premium|Reward for purchasing the Collector's Edition or Digital Collector's Edition of A Realm Reborn. (account-wide)|1|1|0|1|2.2
Fat Moogle|84|Premium|Final Fantasy XIV Online Store - ($29.99 / £19.99 / €23.99 / ¥2310) (account-wide)|1|1|0|2|3.35
Fatter Cat|171|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|4.45
Felyne Support Team Cart|399|Trials|Rare drop from  The Windward Wilds or  The Windward Wilds (Extreme). Purchase from the Smithy in Tuliyollal for 99   Guardian Arkveld Certificate.|1|0|1|1|7.35
Fenrir|49|Gold Saucer|Purchased from the Gold Saucer Attendant for  1,000,000 MGP.|1|0|0|1|2.51
Firebird|105|Trials|Reward for completing the Sidequest " Fiery Wings, Fiery Hearts" after acquiring the 7 Lanner mounts from Heavensward extreme trials.|1|0|0|1|3.5
Flame Warsteed|38|PvP|Awarded from the Achievement   A Line in the Sand IV by winning 100 Frontline PvP matches with The Immortal Flames (as the real Grand Company, not the one assigned during the match).|1|0|0|1|2.3
Flying Chair|140|Crafting|Crafted by an  Alchemist Level 70★★ with   Master Alchemist V. Requires 8   Cloudsbreaths, 1   Riviera Armchair. Drops from   Materiel Container 4.0.|1|0|1|1|4.1
Flying Cumulus|81|Limited|Amazon.com promotion for purchasing $20 of video games (April - May, 2017) Twitter sweepstakes (June 2023).|0|0|0|1|3.5
Forgiven Mimicry|395|Pilgrim's Traverse|Purchase from Ose Wyd in Il Mheg for 99   First Light Relic Rare drop from   Sack of First Light obtained from  Pilgrim's Traverse challenge logs /  The Final Verse /  The Final Verse (Quantum).|1|0|1|1|7.35
Forgiven Reticence|207|The Hunt|Purchased from Xylle at The Crystarium or Ilfroy at Eulmore for  3,200 Sack of Nuts.|1|0|0|1|5.1
Fylgja|280|PvP|PvP Series 2 Malmstones - Lvl 25 reward Purchased from Crystal Quartermaster - Wolves' Den Pier for  5,000|1|0|0|1|6.2
Gabriel Mark III|241|Bozja|Dropped in level 80 duty  Delubrum Reginae. Random drop from a bronze or silver random overworld treasure coffer in  The Occult Crescent: South Horn.|1|0|1|1|5.45
Gabriel α|224|Bozja|Random drop from   Southern Front Lockboxes obtained in  The Bozjan Southern Front. Random drop from a bronze or silver random overworld treasure coffer in  The Occult Crescent: South Horn.|1|0|1|1|5.35
Garlond GL-II|277|Island Sanctuary|Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for  24,000 Seafarer's Cowrie.|1|0|0|1|6.2
Garlond GL-IIT|335|Island Sanctuary|Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for  100,000 Seafarer's Cowrie.|1|0|0|2|6.5
Garlond GL-IS|318|Premium|Final Fantasy XIV Online Store - ($37 / £25 / €32 / ¥4070) (account-wide)|1|1|0|2|6.4
Gilded Magitek Armor|21|Achievements|Awarded from the Achievement   Everybody's Darling by getting 500 Player Commendations.|1|0|0|1|2.1
Gilded Mikoshi|252|Gil|Purchased from Edelina in Mor Dhona (x22,y5) for  50,000,000 gil.|1|0|1|1|5.5
Ginga|96|PvP|Awarded from the Achievement   Frontline Fury by winning 10 Frontline or Rival Wings PvP matches with a GARO title.|1|0|0|1|3.5
Gloria-class Airship|80|PvP|Awarded from the Achievement   Blood Born IV by winning 200 matches in The Feast or Crystalline Conflict.|1|0|0|1|3.2
Gobwalker|58|Raids|Guaranteed drop upon completion of  Alexander - The Burden of the Father (Savage).|1|0|0|1|3.05
Goobbue|4|Limited|Reward for people who subscribed to Legacy once fees started.|0|0|0|1|1.20b
Goten|95|PvP|Awarded from the Achievement   Fame Fatale by winning 30 The Feast or Crystalline Conflict PvP matches with a GARO title.|1|0|0|1|3.5
Grani|170|Premium|Reward for purchasing the Collector's Edition or Digital Collector's Edition of Shadowbringers. (account-wide)|1|1|0|1|5.0
Great Vessel of Ronka|215|Allied Societies|Purchased from Yuqurl Manl in The Rak'tika Greatwood for  18 Qitari Compliments after achieving Rank 7 (Sworn) reputation with the Qitari society.|1|0|0|1|5.2
Griffin|54|Premium|Reward for purchasing the Collector's Edition or Digital Collector's Edition of Heavensward. (account-wide)|1|1|0|1|3.0
Gullfaxi|30|Trials|Random drop upon completion of  The Navel (Extreme).|1|0|0|1|2.2
Gwiber of Light|226|Trials|Random drop upon completion of  The Seat of Sacrifice (Extreme) Purchased from Fathard for 99   Totems of Light.|1|0|0|1|5.3
Hallowed Kamuy|182|Trials|Random drop upon completion of  The Wreath of Snakes (Extreme) Purchased from Eschina for 99   Seiryu Totems.|1|0|0|1|4.5
High Mobility Vacuum Suit|385|Cosmic Exploration|Complete the   Out of This World achivement by earning a cosmic class score of 500,000 points as every Disciple of the Hand and Land.|1|0|0|1|7.21
Hippo Cart|287|Allied Societies|Purchased from Ghanta in Thavnair for  18 Arkasodara Pana after achieving Rank 7 (Sworn) reputation with the Arkasodara society.|1|0|0|1|6.15
His Royal Headness on Parade|388|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|7.2
Hovering Hot Pot|362|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|7.2
Hybodus|218|Gathering|Complete the achievement   No More Fish in the Sea II by scoring at least 10,000 points during a single ocean fishing voyage.|1|0|0|1|5.2
Incitatus|231|Wondrous Tails|Purchased from Khloe Aliapoh for 1   Khloe's Gold Certificate of Commendation Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  600 Faux Leaf|1|0|1|1|5.3
Indigo Whale|160|Premium|Final Fantasy XIV Online Store - ($29.99 / £19.99 / €23.99 / ¥2310) (account-wide)|1|1|0|2|4.4
Innocent Gwiber|192|Trials|Random drop upon completion of  The Crown of the Immaculate (Extreme). Purchased from Fathard for 99   Immaculate Totems.|1|0|0|1|5.0
Interstellar Dhalmel|401|Cosmic Exploration|Purchase from Mesouaidonque in any Cosmic Exploration zone for  29,000.|1|0|1|1|7.31
Ironfrog Mover|191|FATE|Purchased from Fathard for 12   Formidable Cogs from the FATE  A Finale Most Formidable.|1|0|0|1|5.0
Island Adenium|340|Island Sanctuary|Randomly drops from   Sanctuary Materiel Container. Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for 200   Vegetal Voucher.|1|0|1|1|6.5
Island Alligator|286|Island Sanctuary|Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for  35,000 Seafarer's Cowrie.|1|0|0|1|6.3
Island Buffalo|282|Island Sanctuary|Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for  50,000 Seafarer's Cowrie.|1|0|0|1|6.4
Island Eggplant Knight|257|Island Sanctuary|Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for  12,000 Seafarer's Cowrie.|1|0|0|1|6.2
Island Garlic Jester|258|Island Sanctuary|Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for  18,000 Seafarer's Cowrie.|1|0|0|1|6.4
Island Mandragora|255|Island Sanctuary|Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for  12,000 Seafarer's Cowrie.|1|0|0|1|6.2
Island Mandragora Queen|260|Island Sanctuary|Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for  18,000 Seafarer's Cowrie.|1|0|0|1|6.4
Island Onion Prince|256|Island Sanctuary|Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for  12,000 Seafarer's Cowrie.|1|0|0|1|6.2
Island Peerifool|339|Island Sanctuary|Randomly drops from   Sanctuary Materiel Container|1|0|1|1|6.5
Island Tomato King|259|Island Sanctuary|Purchased from Horrendous Hoarder in Unnamed Island (12.6, 28.3) for  18,000 Seafarer's Cowrie.|1|0|0|1|6.4
Ixion|130|FATE|Purchased from Eschina for 12   Ixion Horns from the FATE  A Horse Outside. Purchased from Khloe Aliapoh for 1   Khloe's Silver Certificate of Commendation. Purchased from Faux Commander in Idyllshire (x5.7,y6.1) for  300 Faux Leaf|1|0|0|1|4.0
Jibanyan Couch|228|Seasonal Event|Awarded from the Achievement   More Inventory Slots, Please II by obtaining all 17 Yo-kai Weapons during the Collaboration Event Yo-kai Watch: Gather One, Gather All!.|0|0|0|1|5.3
Juedi|166|Heaven-on-High|Speak with the Cast-off Confederate with all 4 Empyrean Accessories from  Heaven-on-High in your inventory.|1|0|0|1|4.35
Kamuy of the Nine Tails|181|Trials|Reward for completing the Sidequest  A Lone Wolf No More after acquiring the 7 Kamuy mounts from Stormblood extreme trials.|1|0|0|1|4.5
Kingly Peacock|214|Premium|Final Fantasy XIV Online Store - ($24 / £13.80 / €16.80 / ¥2530) (account-wide)|1|1|0|1|5.2
Kirin|47|Trials|Reward for completing the Sidequest " A Legend for a Legend" after acquiring the 6 Nightmare Mounts (excluding the one called "Nightmare") from A Realm Reborn extreme trials.|1|0|0|1|2.5
Kongamato|72|Allied Societies|Purchased from Vath Stickpeddler in The Dravanian Forelands for  200,000 gil after achieving Rank 7 (Sworn) reputation with the Vath society.|1|0|0|1|3.2
Korpokkur Kolossus|142|Gold Saucer|Purchased from the Gold Saucer Attendant for  750,000 MGP|1|0|0|1|4.1
Landerwaffe|245|Trials|Reward for completing the Sidequest " The Dragon Made" after acquiring the 7 Gwiber mounts from Shadowbringers extreme trials.|1|0|0|2|5.5
Laurel Goobbue|20|Allied Societies|Purchased from Sylphic Vendor in East Shroud for  120,000 gil after achieving Rank 4 (Trusted) reputation with the Sylph society.|1|0|0|1|2.1
Legacy Chocobo|5|Limited|The Legacy Campaign, a loyalty reward available to players who stuck with 1.x during the rough periods and subscribed to the game for at least 90 days.|0|0|0|1|2.0
Legendary Kamuy|133|Trials|Random drop upon completion of  The Minstrel's Ballad: Shinryu's Domain. Purchased from Eschina for 99   Shinryu Totems.|1|0|0|1|4.1
Level Checker|268|FATE|Purchased from Nesvaaz in Radz-at-Han (x11,y10) for 12   Chi Bolt from the FATE  Omicron Recall: Killing Order|1|0|0|1|6.0
Logistics Node|167|PvP|PvP Series 3 Malmstones - Lvl 15 reward Purchased from Crystal Quartermaster - Wolves' Den Pier for  5,000|1|0|0|1|6.3
Logistics System|48|PvP|Awarded from the Achievement   Behind Enemy Lines I by winning 200 Frontline PvP matches with any Grand Company.|1|0|0|1|2.5
Lone Faehound|113|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 4).|0|0|0|1|4.0
Lone Hellhound|108|PvP (Ranked)|Awarded to the Top 100 players of each data center at the end of The Feast (Season 3).|0|0|0|1|3.55a
Lowrider T1RANT|413|Raids|Guaranteed drop upon completion of  AAC Heavyweight M4 (Savage)|0|0|0|1|7.4
Lunar Kamuy|158|Trials|Random drop upon completion of  The Minstrel's Ballad: Tsukuyomi's Pain. Purchased from Eschina for 99   Lunar Totems.|1|0|0|1|4.3
Lunar Whale|233|Premium|Final Fantasy XIV Online Store - ($42 / £28 / €33 / ¥4620) (account-wide)|1|1|0|8|5.5
Lynx of Abyssal Grief|332|Trials|Random drop upon completion of  The Abyssal Fracture (Extreme).|1|0|0|1|6.5
Lynx of Divine Light|262|Trials|Random drop upon completion of  The Minstrel's Ballad: Hydaelyn's Call. Purchased from Nesvaaz for 99   Umbral Totems.|1|0|0|1|6.0
Lynx of Eternal Darkness|261|Trials|Random drop upon completion of  The Minstrel's Ballad: Zodiark's Fall Purchased from Nesvaaz for 99   Astral Totems.|1|0|0|1|6.0
Lynx of Fallen Shadow|325|Trials|Random drop upon completion of  The Voidcast Dais (Extreme). Purchased from Nesvaaz for 99   Voidcast Archfiend Totems.|1|0|0|1|6.4
Lynx of Imperious Wind|306|Trials|Random drop upon completion of  Storm's Crown (Extreme). Purchased from Nesvaaz for 99   Windswept Archfiend Totems.|1|0|0|1|6.2
Lynx of Righteous Fire|315|Trials|Random drop upon completion of  Mount Ordeals (Extreme). Purchased from Nesvaaz for 99   Flamecloaked Archfiend Totems.|1|0|0|1|6.3
Magicked Bed|193|Crafting|Crafted by a  Carpenter Level 80★ with   Master Carpenter VII. Requires 3   Enchanted Elm Lumbers, 4   Undyed Velveteens and 4   Cloudsbreaths.|1|0|1|1|5.05
